ATM_ID,Date,Location,Transactions,Withdrawal_Amount,Cash_Loaded,Cash_Remaining,Weekend_Flag,Salary_Week_Flag
ATM_012,2025-02-11,Rajkot,150,227700,310818,18184,0,0
ATM_013,2025-02-11,Anand,52,133068,311131,126121,0,0
ATM_014,2025-02-11,Vadodara,175,422800,695606,220602,0,0
ATM_015,2025-02-11,Vadodara,85,104380,744970,629689,0,0
ATM_016,2025-02-11,Vadodara,52,99996,342511,276049,0,0
ATM_017,2025-02-11,Rajkot,121,181258,640092,438458,0,0
ATM_018,2025-02-11,Surat,121,211508,631021,372801,0,0
ATM_019,2025-02-11,Surat,168,271488,851725,573918,0,0
ATM_020,2025-02-11,Anand,133,286615,392591,163678,0,0
ATM_001,2025-02-12,Surat,97,187016,588328,467565,0,0
ATM_002,2025-02-12,Ahmedabad,40,69400,678794,587231,0,0
ATM_003,2025-02-12,Ahmedabad,71,158259,749548,632595,0,0
ATM_004,2025-02-12,Anand,162,466236,494191,21113,0,0
ATM_005,2025-02-12,Rajkot,142,394050,820944,468672,0,0
ATM_006,2025-02-12,Ahmedabad,156,249132,548174,331274,0,0
ATM_007,2025-02-12,Vadodara,66,87252,307147,232636,0,0
ATM_008,2025-02-12,Anand,121,295966,603870,342230,0,0
ATM_009,2025-02-12,Ahmedabad,95,169575,668671,557789,0,0
ATM_010,2025-02-12,Rajkot,183,316224,424720,55932,0,0
ATM_011,2025-02-12,Ahmedabad,143,203489,776721,511005,0,0
ATM_012,2025-02-12,Anand,78,146484,796053,603620,0,0
ATM_013,2025-02-12,Surat,108,293652,525806,220531,0,0
ATM_014,2025-02-12,Ahmedabad,116,213672,487170,204322,0,0
ATM_015,2025-02-12,Rajkot,72,141552,304067,165909,0,0
ATM_016,2025-02-12,Rajkot,127,164719,549424,412273,0,0
ATM_017,2025-02-12,Anand,79,223807,874779,591698,0,0
ATM_018,2025-02-12,Surat,182,414232,606416,147741,0,0
ATM_019,2025-02-12,Surat,151,129256,808111,656132,0,0
ATM_020,2025-02-12,Anand,113,252103,883651,647367,0,0
ATM_001,2025-02-13,Rajkot,74,98198,881216,723308,0,0
ATM_002,2025-02-13,Surat,74,179598,854112,643805,0,0
ATM_003,2025-02-13,Surat,72,166896,328109,179755,0,0
ATM_004,2025-02-13,Rajkot,136,210528,384049,218486,0,0
ATM_005,2025-02-13,Surat,74,179154,665175,424248,0,0
ATM_006,2025-02-13,Ahmedabad,128,133888,727710,538868,0,0
ATM_007,2025-02-13,Rajkot,133,341145,428303,155314,0,0
ATM_008,2025-02-13,Ahmedabad,140,238840,795856,611191,0,0
ATM_009,2025-02-13,Anand,164,417708,498727,107547,0,0
ATM_010,2025-02-13,Ahmedabad,194,342022,344109,69150,0,0
ATM_011,2025-02-13,Vadodara,77,159621,526432,338605,0,0
ATM_012,2025-02-13,Surat,90,73800,825535,689116,0,0
ATM_013,2025-02-13,Ahmedabad,123,197046,450008,228156,0,0
ATM_014,2025-02-13,Anand,131,177505,875260,745240,0,0
ATM_015,2025-02-13,Ahmedabad,148,389832,820234,366665,0,0
ATM_016,2025-02-13,Vadodara,148,197728,541792,355274,0,0
ATM_017,2025-02-13,Ahmedabad,132,134772,522770,456608,0,0
ATM_018,2025-02-13,Ahmedabad,133,253631,795105,548458,0,0
ATM_019,2025-02-13,Rajkot,93,124620,767388,628875,0,0
ATM_020,2025-02-13,Rajkot,217,328538,378835,40050,0,0
ATM_001,2025-02-14,Rajkot,140,160860,667244,464890,0,0
ATM_002,2025-02-14,Surat,47,125537,492048,345823,0,0
ATM_003,2025-02-14,Anand,95,147345,322771,211770,0,0
ATM_004,2025-02-14,Ahmedabad,179,395948,881587,483637,0,0
ATM_005,2025-02-14,Surat,86,174150,677652,482017,0,0
ATM_006,2025-02-14,Ahmedabad,212,399832,729122,313332,0,0
ATM_007,2025-02-14,Vadodara,219,523191,695436,237939,0,0
ATM_008,2025-02-14,Rajkot,184,260544,481989,226529,0,0
ATM_009,2025-02-14,Ahmedabad,207,494937,637919,197804,0,0
ATM_010,2025-02-14,Ahmedabad,59,165849,776239,657314,0,0
ATM_011,2025-02-14,Ahmedabad,153,185436,741757,626059,0,0
ATM_012,2025-02-14,Anand,73,215423,881589,701876,0,0
ATM_013,2025-02-14,Anand,123,225459,356352,109570,0,0
ATM_014,2025-02-14,Surat,176,139568,459912,259983,0,0
ATM_015,2025-02-14,Anand,87,236292,845481,587972,0,0
ATM_016,2025-02-14,Surat,181,326343,835450,570707,0,0
ATM_017,2025-02-14,Vadodara,92,158424,506982,333465,0,0
ATM_018,2025-02-14,Vadodara,90,86310,407334,379531,0,0
ATM_019,2025-02-14,Surat,81,217080,844785,600930,0,0
ATM_020,2025-02-14,Vadodara,90,185940,666682,420727,0,0
ATM_001,2025-02-15,Vadodara,56,50400,384290,300774,1,0
ATM_002,2025-02-15,Surat,175,367850,693170,354727,1,0
ATM_003,2025-02-15,Vadodara,62,115444,676889,630469,1,0
ATM_004,2025-02-15,Vadodara,213,631332,542766,0,1,0
ATM_005,2025-02-15,Anand,170,206890,418104,270437,1,0
ATM_006,2025-02-15,Anand,178,173016,734381,551199,1,0
ATM_007,2025-02-15,Ahmedabad,102,166260,802831,702206,1,0
ATM_008,2025-02-15,Anand,118,280132,503430,160498,1,0
ATM_009,2025-02-15,Anand,170,311100,331092,80887,1,0
ATM_010,2025-02-15,Ahmedabad,143,423137,518987,133437,1,0
ATM_011,2025-02-15,Vadodara,208,267488,789400,482732,1,0
ATM_012,2025-02-15,Rajkot,137,116724,314167,177974,1,0
ATM_013,2025-02-15,Ahmedabad,58,81142,411903,374211,1,0
ATM_014,2025-02-15,Vadodara,98,210602,651453,415500,1,0
ATM_015,2025-02-15,Rajkot,152,270104,713396,426073,1,0
ATM_016,2025-02-15,Vadodara,98,161210,530866,370465,1,0
ATM_017,2025-02-15,Ahmedabad,82,133250,441734,302039,1,0
ATM_018,2025-02-15,Surat,51,150807,615557,487972,1,0
ATM_019,2025-02-15,Ahmedabad,109,135378,397740,286176,1,0
ATM_020,2025-02-15,Anand,144,346896,471707,160579,1,0
ATM_001,2025-02-16,Rajkot,148,170940,749945,565705,1,0
ATM_002,2025-02-16,Vadodara,186,359166,573014,176323,1,0
ATM_003,2025-02-16,Anand,154,449680,592944,203238,1,0
ATM_004,2025-02-16,Vadodara,150,416550,652657,264693,1,0
ATM_005,2025-02-16,Ahmedabad,172,219988,668407,464702,1,0
ATM_006,2025-02-16,Vadodara,174,363138,420743,99559,1,0
ATM_007,2025-02-16,Anand,113,216508,393802,176134,1,0
ATM_008,2025-02-16,Anand,115,209875,641638,461183,1,0
ATM_009,2025-02-16,Rajkot,52,101504,442029,318127,1,0
ATM_010,2025-02-16,Rajkot,65,120185,730994,564458,1,0
ATM_011,2025-02-16,Anand,139,326511,700942,406024,1,0
ATM_012,2025-02-16,Anand,164,290444,661478,432331,1,0
ATM_013,2025-02-16,Surat,158,111074,746648,678358,1,0
ATM_014,2025-02-16,Ahmedabad,132,213576,670176,422577,1,0
ATM_015,2025-02-16,Anand,193,516082,513924,0,1,0
ATM_016,2025-02-16,Anand,114,325926,448365,172389,1,0
ATM_017,2025-02-16,Ahmedabad,148,353424,369213,72113,1,0
ATM_018,2025-02-16,Vadodara,103,125660,306113,166141,1,0
ATM_019,2025-02-16,Rajkot,168,263088,446709,134181,1,0
ATM_020,2025-02-16,Ahmedabad,137,196869,369931,200733,1,0
ATM_001,2025-02-17,Anand,65,54405,808561,805733,0,0
ATM_002,2025-02-17,Anand,64,122240,885810,758481,0,0
ATM_003,2025-02-17,Surat,43,125173,493863,371217,0,0
ATM_004,2025-02-17,Surat,156,327600,719849,329330,0,0
ATM_005,2025-02-17,Vadodara,197,542341,370585,0,0,0
ATM_006,2025-02-17,Vadodara,45,47700,515895,412342,0,0
ATM_007,2025-02-17,Ahmedabad,197,308896,427101,69627,0,0
ATM_008,2025-02-17,Anand,194,285568,315226,21353,0,0
ATM_009,2025-02-17,Ahmedabad,92,175904,415506,208968,0,0
ATM_010,2025-02-17,Anand,73,70080,735991,720101,0,0
ATM_011,2025-02-17,Surat,60,61200,373512,259521,0,0
ATM_012,2025-02-17,Surat,113,329734,477889,138331,0,0
ATM_013,2025-02-17,Ahmedabad,150,306300,694008,432421,0,0
ATM_014,2025-02-17,Surat,208,601952,830099,266262,0,0
ATM_015,2025-02-17,Ahmedabad,93,243567,622669,388406,0,0
ATM_016,2025-02-17,Rajkot,159,161544,578155,428131,0,0
ATM_017,2025-02-17,Surat,134,278988,570534,296366,0,0
ATM_018,2025-02-17,Vadodara,101,202808,858565,721261,0,0
ATM_019,2025-02-17,Vadodara,138,129444,690695,597963,0,0
ATM_020,2025-02-17,Surat,128,230272,421102,223888,0,0
ATM_001,2025-02-18,Rajkot,165,203280,605360,351114,0,0
ATM_002,2025-02-18,Surat,92,93380,792275,741493,0,0
ATM_003,2025-02-18,Rajkot,199,481779,356465,0,0,0
ATM_004,2025-02-18,Anand,177,319485,311166,0,0,0
ATM_005,2025-02-18,Surat,180,184140,733968,595441,0,0
ATM_006,2025-02-18,Rajkot,89,259168,505522,253612,0,0
ATM_007,2025-02-18,Ahmedabad,136,108664,664905,528900,0,0
ATM_008,2025-02-18,Ahmedabad,133,192185,586405,366047,0,0
ATM_009,2025-02-18,Rajkot,206,383572,589414,162802,0,0
ATM_010,2025-02-18,Surat,207,482931,616650,97867,0,0
ATM_011,2025-02-18,Vadodara,181,215390,659049,446172,0,0
ATM_012,2025-02-18,Rajkot,202,214322,509267,351645,0,0
ATM_013,2025-02-18,Rajkot,163,310352,307447,0,0,0
ATM_014,2025-02-18,Vadodara,176,326128,588341,199418,0,0
ATM_015,2025-02-18,Surat,70,77280,695446,628679,0,0
ATM_016,2025-02-18,Vadodara,161,457079,623758,220952,0,0
ATM_017,2025-02-18,Surat,206,472564,357953,0,0,0
ATM_018,2025-02-18,Rajkot,189,464751,535729,49818,0,0
ATM_019,2025-02-18,Ahmedabad,185,403485,443746,0,0,0
ATM_020,2025-02-18,Ahmedabad,76,133228,439085,334080,0,0
ATM_001,2025-02-19,Ahmedabad,87,193314,401008,222371,0,0
ATM_002,2025-02-19,Rajkot,77,179410,459587,297963,0,0
ATM_003,2025-02-19,Rajkot,169,496691,876464,348388,0,0
ATM_004,2025-02-19,Anand,62,138074,806148,657185,0,0
ATM_005,2025-02-19,Surat,216,536760,748557,267643,0,0
ATM_006,2025-02-19,Anand,71,64184,421018,359769,0,0
ATM_007,2025-02-19,Surat,58,140998,414483,336644,0,0
ATM_008,2025-02-19,Anand,98,153468,324062,107621,0,0
ATM_009,2025-02-19,Vadodara,84,172452,730276,623153,0,0
ATM_010,2025-02-19,Surat,119,214676,896821,613735,0,0
ATM_011,2025-02-19,Vadodara,153,360774,692654,374883,0,0
ATM_012,2025-02-19,Vadodara,136,194616,338805,180553,0,0
ATM_013,2025-02-19,Vadodara,81,148878,388560,283193,0,0
ATM_014,2025-02-19,Anand,120,243360,850554,564609,0,0
ATM_015,2025-02-19,Anand,144,430704,503778,39618,0,0
ATM_016,2025-02-19,Surat,179,461820,854042,426157,0,0
ATM_017,2025-02-19,Ahmedabad,81,111780,794655,617273,0,0
ATM_018,2025-02-19,Anand,176,174240,470419,240288,0,0
ATM_019,2025-02-19,Anand,121,134431,367007,245221,0,0
ATM_020,2025-02-19,Rajkot,51,110109,661182,539020,0,0
ATM_001,2025-02-20,Surat,56,146832,545421,429901,0,0
ATM_002,2025-02-20,Vadodara,130,297440,880680,548466,0,0
ATM_003,2025-02-20,Anand,103,231853,871788,680636,0,0
ATM_004,2025-02-20,Surat,119,236572,825547,520397,0,0
ATM_005,2025-02-20,Vadodara,197,201728,559093,398053,0,0
ATM_006,2025-02-20,Surat,188,213568,741306,586747,0,0
ATM_007,2025-02-20,Vadodara,102,154224,624877,413491,0,0
ATM_008,2025-02-20,Ahmedabad,94,143068,737101,550671,0,0
ATM_009,2025-02-20,Surat,180,461160,328983,0,0,0
ATM_010,2025-02-20,Anand,52,37596,723184,748373,0,0
ATM_011,2025-02-20,Ahmedabad,123,193971,797075,544260,0,0
ATM_012,2025-02-20,Vadodara,111,119880,373690,201503,0,0
ATM_013,2025-02-20,Vadodara,134,100232,459283,334989,0,0
ATM_014,2025-02-20,Anand,67,180967,405560,237313,0,0
ATM_015,2025-02-20,Vadodara,181,451414,703260,275186,0,0
ATM_016,2025-02-20,Surat,219,229293,724261,433384,0,0
ATM_017,2025-02-20,Rajkot,115,155365,666636,572677,0,0
ATM_018,2025-02-20,Ahmedabad,217,465248,733738,331604,0,0
ATM_019,2025-02-20,Ahmedabad,46,37490,634413,635545,0,0
ATM_020,2025-02-20,Ahmedabad,163,189406,364938,242960,0,0
ATM_001,2025-02-21,Surat,138,111918,821944,767997,0,0
ATM_002,2025-02-21,Vadodara,191,431851,767551,303137,0,0
ATM_003,2025-02-21,Anand,72,179928,756977,624035,0,0
ATM_004,2025-02-21,Surat,100,171900,399959,239901,0,0
ATM_005,2025-02-21,Anand,70,200690,765909,596209,0,0
ATM_006,2025-02-21,Anand,144,174528,638856,460499,0,0
ATM_007,2025-02-21,Anand,74,115736,619444,472190,0,0
ATM_008,2025-02-21,Ahmedabad,176,479072,566608,60290,0,0
ATM_009,2025-02-21,Anand,192,425088,793036,307808,0,0
ATM_010,2025-02-21,Vadodara,207,305739,725655,398432,0,0
ATM_011,2025-02-21,Rajkot,130,280280,305119,8606,0,0
ATM_012,2025-02-21,Surat,78,101634,556037,386812,0,0
ATM_013,2025-02-21,Vadodara,159,296535,340709,82834,0,0
ATM_014,2025-02-21,Anand,219,314046,899286,574731,0,0
ATM_015,2025-02-21,Anand,170,328780,479315,213985,0,0
ATM_016,2025-02-21,Anand,201,323007,831860,485501,0,0
ATM_017,2025-02-21,Vadodara,70,76020,356086,267968,0,0
ATM_018,2025-02-21,Ahmedabad,59,93043,490370,417039,0,0
ATM_019,2025-02-21,Rajkot,53,82097,750171,731929,0,0
ATM_020,2025-02-21,Ahmedabad,47,55789,799997,791151,0,0
ATM_001,2025-02-22,Rajkot,172,411940,538644,87074,1,0
ATM_002,2025-02-22,Anand,166,171146,596704,493468,1,0
ATM_003,2025-02-22,Rajkot,189,231525,463976,296166,1,0
ATM_004,2025-02-22,Surat,57,59109,347526,314376,1,0
ATM_005,2025-02-22,Surat,168,178584,776317,553091,1,0
ATM_006,2025-02-22,Vadodara,129,111843,684586,564297,1,0
ATM_007,2025-02-22,Ahmedabad,43,96922,850813,756130,1,0
ATM_008,2025-02-22,Rajkot,169,283582,837841,623300,1,0
ATM_009,2025-02-22,Anand,83,226673,565595,392394,1,0
ATM_010,2025-02-22,Vadodara,174,202710,728926,579551,1,0
ATM_011,2025-02-22,Anand,112,330848,635152,357655,1,0
ATM_012,2025-02-22,Rajkot,95,249185,548867,343078,1,0
ATM_013,2025-02-22,Anand,98,141316,633171,463011,1,0
ATM_014,2025-02-22,Surat,125,116625,568134,444927,1,0
ATM_015,2025-02-22,Rajkot,148,130832,544287,475600,1,0
ATM_016,2025-02-22,Ahmedabad,119,187306,440840,206362,1,0
ATM_017,2025-02-22,Anand,64,146304,426681,328200,1,0
ATM_018,2025-02-22,Rajkot,160,398240,681680,338611,1,0
ATM_019,2025-02-22,Surat,41,37884,419142,382610,1,0
ATM_020,2025-02-22,Ahmedabad,69,84870,483393,459503,1,0
ATM_001,2025-02-23,Vadodara,187,374935,776172,334339,1,0
ATM_002,2025-02-23,Vadodara,219,322368,894151,513349,1,0
ATM_003,2025-02-23,Ahmedabad,118,305030,405087,112346,1,0
ATM_004,2025-02-23,Ahmedabad,72,119232,460427,327673,1,0
ATM_005,2025-02-23,Surat,111,323676,836817,570255,1,0
ATM_006,2025-02-23,Vadodara,113,288263,584373,246608,1,0
ATM_007,2025-02-23,Ahmedabad,180,321120,337321,50963,1,0
ATM_008,2025-02-23,Rajkot,117,322920,430545,109960,1,0
ATM_009,2025-02-23,Vadodara,125,338625,301558,0,1,0
ATM_010,2025-02-23,Ahmedabad,63,75852,860507,826073,1,0
ATM_011,2025-02-23,Surat,45,94365,520700,477206,1,0
ATM_012,2025-02-23,Vadodara,129,202272,556296,311220,1,0
ATM_013,2025-02-23,Surat,94,134232,567196,429479,1,0
ATM_014,2025-02-23,Anand,68,131920,657599,579060,1,0
ATM_015,2025-02-23,Rajkot,137,325923,603129,307450,1,0
ATM_016,2025-02-23,Anand,97,165385,388858,162492,1,0
ATM_017,2025-02-23,Surat,60,153360,425735,206997,1,0
ATM_018,2025-02-23,Ahmedabad,156,422448,564091,115062,1,0
ATM_019,2025-02-23,Vadodara,166,362212,456392,97887,1,0
ATM_020,2025-02-23,Anand,47,43710,303786,239363,1,0
ATM_001,2025-02-24,Vadodara,186,353214,627033,330677,0,0
ATM_002,2025-02-24,Anand,182,513240,797010,286759,0,0
ATM_003,2025-02-24,Surat,189,379512,409468,49841,0,0
ATM_004,2025-02-24,Rajkot,174,145986,403405,304783,0,0
ATM_005,2025-02-24,Rajkot,169,123877,769751,679128,0,0
ATM_006,2025-02-24,Anand,178,485940,725257,228379,0,0
ATM_007,2025-02-24,Surat,67,77921,632079,496753,0,0
ATM_008,2025-02-24,Rajkot,155,320075,777242,388870,0,0
ATM_009,2025-02-24,Ahmedabad,44,49544,815808,821746,0,0
ATM_010,2025-02-24,Ahmedabad,196,159348,436262,281341,0,0
ATM_011,2025-02-24,Ahmedabad,211,571810,367490,0,0,0
ATM_012,2025-02-24,Vadodara,205,562725,771506,209087,0,0
ATM_013,2025-02-24,Rajkot,193,510485,878265,409474,0,0
ATM_014,2025-02-24,Anand,185,161135,334341,119334,0,0
ATM_015,2025-02-24,Surat,209,500555,643006,190494,0,0
ATM_016,2025-02-24,Ahmedabad,143,158158,542293,320444,0,0
ATM_017,2025-02-24,Vadodara,181,484356,350799,0,0,0
ATM_018,2025-02-24,Vadodara,194,421174,457684,0,0,0
ATM_019,2025-02-24,Vadodara,143,378807,735218,396022,0,0
ATM_020,2025-02-24,Vadodara,91,186732,560598,347062,0,0
ATM_001,2025-02-25,Ahmedabad,162,394308,422899,25342,0,0
ATM_002,2025-02-25,Vadodara,44,72292,398174,362696,0,0
ATM_003,2025-02-25,Surat,87,132762,616085,486310,0,0
ATM_004,2025-02-25,Rajkot,156,113568,310957,164642,0,0
ATM_005,2025-02-25,Surat,164,184828,820338,604310,0,0
ATM_006,2025-02-25,Ahmedabad,70,182770,308430,184189,0,0
ATM_007,2025-02-25,Ahmedabad,114,177840,354189,237220,0,0
ATM_008,2025-02-25,Anand,76,109136,479231,309022,0,0
ATM_009,2025-02-25,Ahmedabad,191,332913,741371,428758,0,0
ATM_010,2025-02-25,Ahmedabad,84,124740,488399,399738,0,0
ATM_011,2025-02-25,Rajkot,100,249900,666528,483184,0,0
ATM_012,2025-02-25,Ahmedabad,42,90510,382256,308576,0,0
ATM_013,2025-02-25,Rajkot,188,412284,403259,0,0,0
ATM_014,2025-02-25,Vadodara,125,318125,346437,96370,0,0
ATM_015,2025-02-25,Rajkot,219,454206,470833,77970,0,0
ATM_016,2025-02-25,Ahmedabad,143,395681,482830,117493,0,0
ATM_017,2025-02-25,Ahmedabad,146,307914,763619,454595,0,0
ATM_018,2025-02-25,Vadodara,160,302240,490042,239183,0,0
ATM_019,2025-02-25,Rajkot,103,247303,836390,548361,0,0
ATM_020,2025-02-25,Rajkot,151,312721,836523,522661,0,0
ATM_001,2025-02-26,Rajkot,104,209872,502826,333591,0,0
ATM_002,2025-02-26,Anand,208,620880,442758,0,0,0
ATM_003,2025-02-26,Rajkot,147,336630,803461,467950,0,0
ATM_004,2025-02-26,Surat,123,278841,612558,281790,0,0
ATM_005,2025-02-26,Anand,150,265800,468177,266056,0,0
ATM_006,2025-02-26,Surat,182,235144,563785,276142,0,0
ATM_007,2025-02-26,Ahmedabad,145,385555,550802,179116,0,0
ATM_008,2025-02-26,Surat,195,531180,715464,165739,0,0
ATM_009,2025-02-26,Vadodara,161,408618,502718,157349,0,0
ATM_010,2025-02-26,Ahmedabad,56,81928,615535,535439,0,0
ATM_011,2025-02-26,Vadodara,216,312552,326396,29222,0,0
ATM_012,2025-02-26,Rajkot,218,396324,804473,345825,0,0
ATM_013,2025-02-26,Vadodara,128,276736,729149,402783,0,0
ATM_014,2025-02-26,Rajkot,54,139860,461321,254678,0,0
ATM_015,2025-02-26,Ahmedabad,159,180306,653587,520654,0,0
ATM_016,2025-02-26,Rajkot,85,122910,775862,648231,0,0
ATM_017,2025-02-26,Rajkot,77,140833,368771,264314,0,0
ATM_018,2025-02-26,Rajkot,135,368415,403082,100886,0,0
ATM_019,2025-02-26,Anand,44,117612,823679,658693,0,0
ATM_020,2025-02-26,Anand,181,457206,371097,0,0,0
ATM_001,2025-02-27,Vadodara,98,291844,480666,177859,0,0
ATM_002,2025-02-27,Anand,145,220690,363108,198915,0,0
ATM_003,2025-02-27,Vadodara,149,326757,548525,251777,0,0
ATM_004,2025-02-27,Rajkot,205,230830,787035,524132,0,0
ATM_005,2025-02-27,Anand,170,226780,508885,287484,0,0
ATM_006,2025-02-27,Ahmedabad,124,94116,697343,579628,0,0
ATM_007,2025-02-27,Ahmedabad,116,247892,586971,397782,0,0
ATM_008,2025-02-27,Rajkot,200,434800,847732,374863,0,0
ATM_009,2025-02-27,Vadodara,218,411584,449145,22369,0,0
ATM_010,2025-02-27,Vadodara,159,267756,887523,684641,0,0
ATM_011,2025-02-27,Ahmedabad,206,374302,558754,128870,0,0
ATM_012,2025-02-27,Ahmedabad,52,88868,587834,455377,0,0
ATM_013,2025-02-27,Surat,172,365328,605056,249106,0,0
ATM_014,2025-02-27,Anand,217,279713,803999,558734,0,0
ATM_015,2025-02-27,Vadodara,92,134320,582790,398322,0,0
ATM_016,2025-02-27,Vadodara,41,92865,373649,233567,0,0
ATM_017,2025-02-27,Vadodara,70,157430,835038,625131,0,0
ATM_018,2025-02-27,Anand,147,230055,303810,91294,0,0
ATM_019,2025-02-27,Anand,212,351072,357004,54185,0,0
ATM_020,2025-02-27,Surat,58,56202,375331,272709,0,0
ATM_001,2025-02-28,Rajkot,146,149796,335838,174098,0,0
ATM_002,2025-02-28,Surat,116,344404,456231,76159,0,0
ATM_003,2025-02-28,Vadodara,50,114400,415313,301731,0,0
ATM_004,2025-02-28,Vadodara,58,139316,590238,476189,0,0
ATM_005,2025-02-28,Ahmedabad,40,82760,546891,521616,0,0
ATM_006,2025-02-28,Rajkot,188,235940,364743,69081,0,0
ATM_007,2025-02-28,Rajkot,46,135332,339791,253945,0,0
ATM_008,2025-02-28,Surat,87,126672,801112,660664,0,0
ATM_009,2025-02-28,Anand,80,180400,430180,254578,0,0
ATM_010,2025-02-28,Anand,202,240178,870894,616325,0,0
ATM_011,2025-02-28,Rajkot,43,80926,893393,783800,0,0
ATM_012,2025-02-28,Ahmedabad,154,409178,714482,267940,0,0
ATM_013,2025-02-28,Vadodara,209,264594,721484,477966,0,0
ATM_014,2025-02-28,Surat,128,112640,816515,693423,0,0
ATM_015,2025-02-28,Surat,127,219329,342920,76261,0,0
ATM_016,2025-02-28,Vadodara,210,393330,584416,188216,0,0
ATM_017,2025-02-28,Surat,178,491992,827883,304066,0,0
ATM_018,2025-02-28,Surat,217,608034,517305,0,0,0
ATM_019,2025-02-28,Vadodara,87,186528,552294,344040,0,0
ATM_020,2025-02-28,Surat,68,180404,348740,212550,0,0
ATM_001,2025-03-01,Rajkot,157,319024,400741,24427,1,1
ATM_002,2025-03-01,Surat,237,642981,458569,0,1,1
ATM_003,2025-03-01,Vadodara,225,581400,382958,0,1,1
ATM_004,2025-03-01,Rajkot,198,498762,469086,32601,1,1
ATM_005,2025-03-01,Ahmedabad,185,378510,471017,139913,1,1
ATM_006,2025-03-01,Ahmedabad,145,427605,883069,466206,1,1
ATM_007,2025-03-01,Surat,249,688236,392468,0,1,1
ATM_008,2025-03-01,Rajkot,72,113976,810814,647309,1,1
ATM_009,2025-03-01,Ahmedabad,217,422933,598931,146776,1,1
ATM_010,2025-03-01,Anand,147,424977,751344,355360,1,1
ATM_011,2025-03-01,Rajkot,125,373375,875236,459471,1,1
ATM_012,2025-03-01,Rajkot,246,454116,720143,302417,1,1
ATM_013,2025-03-01,Rajkot,179,236996,636471,402106,1,1
ATM_014,2025-03-01,Surat,104,218400,372110,150352,1,1
ATM_015,2025-03-01,Ahmedabad,85,159375,390904,296646,1,1
ATM_016,2025-03-01,Surat,93,145545,566763,399577,1,1
ATM_017,2025-03-01,Surat,241,506823,451310,0,1,1
ATM_018,2025-03-01,Ahmedabad,180,355140,660795,346219,1,1
ATM_019,2025-03-01,Anand,175,423850,358332,0,1,1
ATM_020,2025-03-01,Anand,229,524410,755609,230016,1,1
ATM_001,2025-03-02,Surat,70,196980,317080,148715,1,1
ATM_002,2025-03-02,Anand,78,209118,593048,318852,1,1
ATM_003,2025-03-02,Rajkot,144,224640,420629,176542,1,1
ATM_004,2025-03-02,Surat,245,379750,414342,25036,1,1
ATM_005,2025-03-02,Vadodara,227,661024,474019,0,1,1
ATM_006,2025-03-02,Rajkot,86,185416,596338,373048,1,1
ATM_007,2025-03-02,Vadodara,172,366016,737739,393359,1,1
ATM_008,2025-03-02,Anand,226,422846,851375,366945,1,1
ATM_009,2025-03-02,Ahmedabad,183,351543,842251,486988,1,1
ATM_010,2025-03-02,Vadodara,206,395932,680238,340434,1,1
ATM_011,2025-03-02,Anand,235,434045,613370,129296,1,1
ATM_012,2025-03-02,Vadodara,98,157192,367417,254855,1,1
ATM_013,2025-03-02,Anand,103,152028,389223,209326,1,1
ATM_014,2025-03-02,Rajkot,173,195836,345760,212732,1,1
ATM_015,2025-03-02,Anand,174,484590,382104,0,1,1
ATM_016,2025-03-02,Rajkot,148,130536,525391,411513,1,1
ATM_017,2025-03-02,Ahmedabad,142,136178,570080,446091,1,1
ATM_018,2025-03-02,Surat,71,195037,369371,108367,1,1
ATM_019,2025-03-02,Anand,98,236670,484892,297905,1,1
ATM_020,2025-03-02,Anand,199,195219,492802,296722,1,1
ATM_001,2025-03-03,Ahmedabad,129,126291,519492,416914,0,1
ATM_002,2025-03-03,Rajkot,107,106572,347412,263258,0,1
ATM_003,2025-03-03,Ahmedabad,222,198690,429103,213125,0,1
ATM_004,2025-03-03,Ahmedabad,107,200411,799896,606024,0,1
ATM_005,2025-03-03,Ahmedabad,137,391272,793857,438105,0,1
ATM_006,2025-03-03,Ahmedabad,215,605010,730792,161805,0,1
ATM_007,2025-03-03,Anand,244,549244,366588,0,0,1
ATM_008,2025-03-03,Vadodara,94,159142,861772,749325,0,1
ATM_009,2025-03-03,Vadodara,125,246750,595054,340463,0,1
ATM_010,2025-03-03,Surat,244,626836,691110,84885,0,1
ATM_011,2025-03-03,Rajkot,136,175440,726413,530916,0,1
ATM_012,2025-03-03,Rajkot,178,275544,462926,119339,0,1
ATM_013,2025-03-03,Vadodara,173,396170,758477,328926,0,1
ATM_014,2025-03-03,Vadodara,114,82764,678536,548252,0,1
ATM_015,2025-03-03,Surat,215,597270,677853,26157,0,1
ATM_016,2025-03-03,Surat,158,188020,444747,202731,0,1
ATM_017,2025-03-03,Surat,99,99990,633583,552082,0,1
ATM_018,2025-03-03,Vadodara,234,324324,806630,490354,0,1
ATM_019,2025-03-03,Ahmedabad,138,99222,481441,373476,0,1
ATM_020,2025-03-03,Surat,232,210192,636760,419723,0,1
ATM_001,2025-03-04,Rajkot,190,490010,468203,6250,0,1
ATM_002,2025-03-04,Anand,225,234225,582118,369907,0,1
ATM_003,2025-03-04,Rajkot,87,259956,415262,170036,0,1
ATM_004,2025-03-04,Vadodara,136,268192,682219,427289,0,1
ATM_005,2025-03-04,Vadodara,214,407456,476855,85020,0,1
ATM_006,2025-03-04,Anand,70,146720,368979,217775,0,1
